Flair Name,Team ID,Active
Bronze,bronze,TRUE
Silver,silver,TRUE
Gold,gold,TRUE
Platinum,platinum,TRUE
Diamond,diamond,TRUE
Master,master,TRUE
Grandmaster,grandmaster,TRUE
